f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
47.67407176744623,34.41235640224727,23.356934488911303,6.107220636658764,175.49098683925456,1.4616540620956724,1.2645993455873277,1.0917464100715877,0.9891863953694925,2.5808276239215178,THUMBS_UP
47.94826246649398,33.39471802842984,21.7207302733955,4.327689412394713,176.20793488631583,1.4393925528268454,1.2355726684028865,1.063719850369108,0.9615963990376534,2.551655135731837,THUMBS_UP
48.40100800924674,33.7176350408162,21.99963068576544,4.239820958917114,176.1658659866825,1.441761834522545,1.233974518893826,1.0582484955095521,0.9528951505196273,2.543383802963058,THUMBS_UP
45.55531966863721,33.16759484807868,21.744994760891025,3.1544555721230227,174.6445294171284,1.4169502354132968,1.208048383862174,1.0391611128850926,0.9408204512746641,2.5048916894698805,THUMBS_UP
45.34409809470254,33.289099285447165,21.63186944377982,2.9624668045109743,174.82371084157253,1.4067747488970073,1.2005764327484518,1.0324644180166824,0.9358758711883155,2.5036708913472947,THUMBS_UP
44.061651349358456,32.21624705863829,20.898228639580125,0.2781887490947397,173.92933835969205,1.404519118197609,1.2015630851780328,1.035447006566019,0.9390738938557304,2.520985978845406,THUMBS_UP
43.504744353636674,32.26218388088141,20.164935528067943,1.2096554487945603,175.8239441316449,1.4019014553821392,1.1867238239229307,1.0240334714604062,0.9321091119534468,2.503844221953477,THUMBS_UP
43.71229476618694,31.463766326653406,20.08568763110631,0.5765055071996965,175.2622424409669,1.395644585508652,1.185651630031766,1.0202333529486702,0.9227401643174511,2.5067552596244687,THUMBS_UP
44.88063828660346,33.61455502974094,20.750488792572366,2.5572758378275653,174.69446391697863,1.405578409161033,1.1942564670186575,1.0356929734737876,0.9246815368238916,2.516752437039812,THUMBS_UP
48.60869204896288,34.5869375002824,21.944238018573415,0.1422188684794982,175.68220548001793,1.4054667254013629,1.1895424401715018,1.0319269987485546,0.9351025287132716,2.507695950749863,THUMBS_UP
47.8707645972636,36.004537295893606,22.792474127240368,0.10494843335706631,175.29569615116444,1.4152744241614543,1.1992830317325693,1.0426083719896093,0.9464321726292213,2.543010230537226,THUMBS_UP
49.57593159083757,34.91783751993759,21.608578595331842,1.0028032300119534,175.16869208477496,1.4407278346955665,1.22471982709059,1.0640571732866484,0.9599495003445596,2.5577132645685716,THUMBS_UP
51.55584933811551,36.501882451895014,23.07914210803075,0.9437826073540728,176.07809279478892,1.4468187478772798,1.2280481584150116,1.067993025406042,0.9667240265922648,2.5641274922835873,THUMBS_UP
50.347152643238616,34.99086747281461,22.10854520997834,0.057873957728402196,176.06875649282148,1.4388774035768421,1.2201532488609985,1.0577885081655736,0.9551563264010181,2.558294024086449,THUMBS_UP
49.46792290669481,35.814146636827495,23.233665490353758,0.9994121886709086,175.35829010072942,1.4547717121209454,1.2444493056032144,1.076388970944456,0.9752648517386692,2.5791268373534493,THUMBS_UP
48.145827671020804,34.396734265261564,22.27108950301923,0.7982978574846452,175.455750406551,1.4269246276049494,1.2174780819657234,1.054514922393277,0.9562572507126436,2.5554309340290486,THUMBS_UP
47.24898612861977,34.89306031819573,22.509463812133436,0.8189943555915331,175.2303664360165,1.4278358070454653,1.220128045001291,1.0588267122414932,0.957383851699545,2.561263457938913,THUMBS_UP
46.64964454022498,35.24091153805484,22.675192847119696,1.2112613626550774,175.01082043465425,1.4175266191662061,1.2132169262148538,1.049966720925993,0.9473542108653248,2.557689173929413,THUMBS_UP
45.059611095207416,34.57852843255362,22.182490705090515,0.7079526967117168,174.41536851626594,1.4104695212242888,1.2076491867277663,1.0497440727057177,0.950178268595537,2.5494218670924242,THUMBS_UP
44.206960735630354,33.15960837006848,23.56852611088971,2.805910857557472,174.87147214022042,1.4258850271935006,1.2336265947344212,1.0562765806473269,0.9656846471595524,2.511423076767505,THUMBS_UP
46.59504834704977,34.07590610094497,22.98660223367223,2.7087368453470777,175.3113627224432,1.43251685353726,1.2162680759541695,1.0455035764736982,0.9613633011131364,2.516043374013149,THUMBS_UP
45.91716636848987,34.80546863286623,23.773958981134715,2.212328881749102,174.18334135799608,1.4396347804886467,1.227260569805046,1.0453379406088834,0.9553663601516104,2.5332125902167473,THUMBS_UP
45.38782881718956,33.39863559135677,24.066764511274314,2.9400831431280667,174.76985864407146,1.4286060703571937,1.2429178274586554,1.0466287211231675,0.9546289348543534,2.5192964051196634,THUMBS_UP
36.67578038179072,31.382585751951037,20.38352441504298,0.37882006311147426,172.71505125247606,1.3134738202574698,1.141502230079901,0.9742040565747676,0.8888953353386332,2.4142103915476305,THUMBS_UP
43.121667596060455,32.46558422731348,21.32555403827248,1.7621589944895677,176.9020334411201,1.3218667570110736,1.1463186261489948,0.9873054986493719,0.8953608602953641,2.421418093938777,THUMBS_UP
36.75712746251183,27.42645228646448,8.021676296304753,13.74601865901751,179.5737704837062,1.360983193352352,1.2004210243417537,1.0584702431354294,0.9639774896350284,2.4602167944893907,THUMBS_UP
34.141511565672545,22.60902980583653,7.6920498323613185,14.914650945372541,178.4844340195647,1.2863679907219845,1.070029529917722,0.9302018894959069,0.860376551627966,2.2378162037833262,THUMBS_UP
32.53855321327148,21.715057811767945,2.650712815919006,27.87768768948074,176.55927549766463,1.2012112186352955,1.0094097434523033,0.8821621639328122,0.815300705162049,2.2245172460858122,THUMBS_UP
31.493388480222542,25.41909805123847,7.1926235176943045,24.23508134563875,171.70499573311102,1.2632732477182407,1.0475385702899498,0.8960635800441309,0.8370060041618942,2.2427393501323785,THUMBS_UP
32.84299069280201,23.414171328924837,2.840075328604194,41.34860539430967,176.87202010834298,1.2017192502717642,1.0067583848607984,0.872508715216856,0.8087513191090837,2.2611506988491277,THUMBS_UP
41.019933058032706,36.611856018110124,4.281036107417804,52.15880348055214,176.04111742065078,1.2387648351844405,1.0435386681140522,0.9118512243894571,0.8417862801929811,2.4373871383529795,THUMBS_UP
54.836814948359255,58.181661485810885,10.860531138980193,75.88694383881479,177.18707704374853,1.318472910091499,1.137638945806157,1.0020276015633907,0.9169237615831246,2.702690730497789,THUMBS_UP
105.46681662831084,163.73759551207877,83.63310018673903,87.3937149352692,179.81868323719473,1.2445572413526906,1.10321816967197,1.0044569143722626,0.9232176374798644,2.733129649222056,THUMBS_UP
67.86131048294013,84.81997797635091,82.89408242475415,17.15627795568757,178.70292426220362,1.287795466999462,1.0669296678428781,0.9542469039763648,0.9244603033176353,2.648688469959546,THUMBS_UP
71.91118577443088,85.84931388976658,84.18111760119014,82.18318217590209,178.38459452024384,1.232910231679356,1.0328582488054707,0.9112640073519453,0.8664145379505014,2.563989257113254,THUMBS_UP
69.27437118079334,68.42939789155214,63.100032694582616,52.67142958308662,173.57291976859298,1.5545674153463505,1.3661030561658294,1.2330297616397485,1.139678345635837,2.967079850929015,THUMBS_UP
80.07958837213702,65.65656165939713,62.94993873635113,58.969271548883896,175.84582356479248,1.4239881464709048,1.2280703212027175,1.1278653642132939,1.0717783022968228,2.8329278950385195,THUMBS_UP
88.61374626110539,74.8011504072618,69.72071105857802,61.61446009117448,172.27303660930806,1.3868448491681757,1.210025883795352,1.112830152416947,1.076940127675783,2.8127097024316385,THUMBS_UP
